Drug1	Drug2	cell	synergy	fold
VINORELBINE	SUNITINIB	COLO320	15.1525	0
5-FU	BORTEZOMIB	DLD1	2.1625	0
5-FU	DASATINIB	DLD1	4.585	0
5-FU	ERLOTINIB	DLD1	1.4	2
5-FU	GELDANAMYCIN	DLD1	-2.41	0
5-FU	LAPATINIB	DLD1	0.05	4
5-FU	SORAFENIB	DLD1	5.7275	0
5-FU	SUNITINIB	DLD1	6.5725	0
BORTEZOMIB	DASATINIB	DLD1	1.9175	2
BORTEZOMIB	GELDANAMYCIN	DLD1	0.5025	1
BORTEZOMIB	SORAFENIB	DLD1	4.9575	2
BORTEZOMIB	TOPOTECAN	DLD1	3.17	1
DASATINIB	GELDANAMYCIN	DLD1	2.1325	1
DASATINIB	SORAFENIB	DLD1	8.6425	2
DASATINIB	TOPOTECAN	DLD1	-2.425	1
DEXAMETHASONE	BORTEZOMIB	DLD1	2.32	3
DEXAMETHASONE	DASATINIB	DLD1	3.1325	0
DEXAMETHASONE	ERLOTINIB	DLD1	2.025	3
DEXAMETHASONE	GELDANAMYCIN	DLD1	2.2875	2
DEXAMETHASONE	LAPATINIB	DLD1	-0.92	2
DEXAMETHASONE	SORAFENIB	DLD1	12.095	2
DEXAMETHASONE	SUNITINIB	DLD1	13.9475	0
DOXORUBICIN	BORTEZOMIB	DLD1	0.395	0
DOXORUBICIN	DASATINIB	DLD1	0.7325	1
DOXORUBICIN	ERLOTINIB	DLD1	-5.2875	0
DOXORUBICIN	GELDANAMYCIN	DLD1	-5.6775	4
DOXORUBICIN	LAPATINIB	DLD1	2.3675	0
DOXORUBICIN	SORAFENIB	DLD1	-0.7375	1
DOXORUBICIN	SUNITINIB	DLD1	-7.1725	3
ERLOTINIB	BORTEZOMIB	DLD1	1.67	0
ERLOTINIB	DASATINIB	DLD1	15.925	0
ERLOTINIB	GELDANAMYCIN	DLD1	5.9125	3
ERLOTINIB	SORAFENIB	DLD1	8.4575	3
ERLOTINIB	TOPOTECAN	DLD1	4.255	3
ETOPOSIDE	BORTEZOMIB	DLD1	0.9625	1
ETOPOSIDE	DASATINIB	DLD1	2.825	4
ETOPOSIDE	ERLOTINIB	DLD1	3.6375	3
ETOPOSIDE	GELDANAMYCIN	DLD1	-2.1925	4
ETOPOSIDE	LAPATINIB	DLD1	8.9	0
ETOPOSIDE	SORAFENIB	DLD1	5.835	1
ETOPOSIDE	SUNITINIB	DLD1	-4.9775	0
GELDANAMYCIN	SORAFENIB	DLD1	7.75	0
GELDANAMYCIN	TOPOTECAN	DLD1	1.2925	4
GEMCITABINE	BORTEZOMIB	DLD1	2.7675	2
GEMCITABINE	DASATINIB	DLD1	1.7225	0
GEMCITABINE	ERLOTINIB	DLD1	3.1325	1
GEMCITABINE	GELDANAMYCIN	DLD1	-1.785	2
GEMCITABINE	LAPATINIB	DLD1	-4.1175	1
GEMCITABINE	SORAFENIB	DLD1	3.3075	2
GEMCITABINE	SUNITINIB	DLD1	-3.05	4
LAPATINIB	BORTEZOMIB	DLD1	2.665	3
LAPATINIB	DASATINIB	DLD1	16.68	3
LAPATINIB	ERLOTINIB	DLD1	2.105	4
LAPATINIB	GELDANAMYCIN	DLD1	8.415	2
LAPATINIB	SORAFENIB	DLD1	13.1475	0
LAPATINIB	TOPOTECAN	DLD1	2.955	4
METFORMIN	BORTEZOMIB	DLD1	1.8425	1
METFORMIN	DASATINIB	DLD1	3.9125	1
METFORMIN	ERLOTINIB	DLD1	3.41	1
METFORMIN	GELDANAMYCIN	DLD1	2.5975	4
METFORMIN	LAPATINIB	DLD1	-2.08	1
METFORMIN	SORAFENIB	DLD1	9.025	4
METFORMIN	SUNITINIB	DLD1	3.64	2
METHOTREXATE	BORTEZOMIB	DLD1	0.8825	0
METHOTREXATE	DASATINIB	DLD1	-3.2975	2
METHOTREXATE	ERLOTINIB	DLD1	-1.565	0
METHOTREXATE	GELDANAMYCIN	DLD1	-1.6575	0
METHOTREXATE	LAPATINIB	DLD1	-3.265	1
METHOTREXATE	SORAFENIB	DLD1	6.5475	2
METHOTREXATE	SUNITINIB	DLD1	-3.7425	3
PACLITAXEL	BORTEZOMIB	DLD1	1.9325	2
PACLITAXEL	DASATINIB	DLD1	7.0025	4
PACLITAXEL	ERLOTINIB	DLD1	6.7325	1
PACLITAXEL	GELDANAMYCIN	DLD1	-3.28	4
PACLITAXEL	LAPATINIB	DLD1	16.85	3
PACLITAXEL	SORAFENIB	DLD1	10.2825	0
PACLITAXEL	SUNITINIB	DLD1	5.0825	0
SUNITINIB	BORTEZOMIB	DLD1	1.84	4
SUNITINIB	DASATINIB	DLD1	14.785	0
SUNITINIB	ERLOTINIB	DLD1	11.0625	0
SUNITINIB	GELDANAMYCIN	DLD1	9.1175	1
SUNITINIB	LAPATINIB	DLD1	14.1625	3
SUNITINIB	SORAFENIB	DLD1	6.1625	3
SUNITINIB	TOPOTECAN	DLD1	-9.2525	0
TOPOTECAN	SORAFENIB	DLD1	7.8425	1
VINBLASTINE	BORTEZOMIB	DLD1	0.235	3
VINBLASTINE	DASATINIB	DLD1	4.87	0
VINBLASTINE	ERLOTINIB	DLD1	6.545	0
VINBLASTINE	GELDANAMYCIN	DLD1	-4.4275	0
VINBLASTINE	LAPATINIB	DLD1	7.4275	1
VINBLASTINE	SORAFENIB	DLD1	12.42	1
VINBLASTINE	SUNITINIB	DLD1	3.8675	4
VINORELBINE	BORTEZOMIB	DLD1	-1.8225	3
VINORELBINE	DASATINIB	DLD1	5.2875	1
VINORELBINE	ERLOTINIB	DLD1	14.105	1
VINORELBINE	GELDANAMYCIN	DLD1	-4.78	2
VINORELBINE	LAPATINIB	DLD1	10.22	0
VINORELBINE	SORAFENIB	DLD1	10.1975	4
VINORELBINE	SUNITINIB	DLD1	8.1725	0
5-FU	BORTEZOMIB	ES2	4.4425	0
5-FU	DASATINIB	ES2	0.96	1
5-FU	ERLOTINIB	ES2	8.9825	3
5-FU	GELDANAMYCIN	ES2	-4.03	2
5-FU	LAPATINIB	ES2	-0.04	1
5-FU	SORAFENIB	ES2	2.015	4
5-FU	SUNITINIB	ES2	9.585	1
BORTEZOMIB	DASATINIB	ES2	7.015	4
BORTEZOMIB	GELDANAMYCIN	ES2	5.66	0
BORTEZOMIB	SORAFENIB	ES2	5.5025	4
BORTEZOMIB	TOPOTECAN	ES2	3.885	1
DASATINIB	GELDANAMYCIN	ES2	-0.255	2
DASATINIB	SORAFENIB	ES2	7.1725	3
DASATINIB	TOPOTECAN	ES2	-0.9775	4
DEXAMETHASONE	BORTEZOMIB	ES2	13.79	4
DEXAMETHASONE	DASATINIB	ES2	4.6425	1
DEXAMETHASONE	ERLOTINIB	ES2	9.2125	1
DEXAMETHASONE	GELDANAMYCIN	ES2	10.7175	3
DEXAMETHASONE	LAPATINIB	ES2	3.995	0
DEXAMETHASONE	SORAFENIB	ES2	11.2525	3
DEXAMETHASONE	SUNITINIB	ES2	13.53	2
DOXORUBICIN	BORTEZOMIB	ES2	1.9625	0
DOXORUBICIN	DASATINIB	ES2	1.1925	3
DOXORUBICIN	ERLOTINIB	ES2	2.5675	2
DOXORUBICIN	GELDANAMYCIN	ES2	0.7175	3
DOXORUBICIN	LAPATINIB	ES2	0.85	1
DOXORUBICIN	SORAFENIB	ES2	-2.0275	3
DOXORUBICIN	SUNITINIB	ES2	-2.58	1
ERLOTINIB	BORTEZOMIB	ES2	8.0225	0
ERLOTINIB	DASATINIB	ES2	9.185	1
ERLOTINIB	GELDANAMYCIN	ES2	8.035	1
ERLOTINIB	SORAFENIB	ES2	8.315	4
ERLOTINIB	TOPOTECAN	ES2	12.635	2
ETOPOSIDE	BORTEZOMIB	ES2	2.895	0
ETOPOSIDE	DASATINIB	ES2	-0.9125	3
ETOPOSIDE	ERLOTINIB	ES2	11.16	1
ETOPOSIDE	GELDANAMYCIN	ES2	3.89	3
ETOPOSIDE	LAPATINIB	ES2	2.6325	4
ETOPOSIDE	SORAFENIB	ES2	1.11	0
ETOPOSIDE	SUNITINIB	ES2	-3.0225	1
GELDANAMYCIN	SORAFENIB	ES2	4.1325	2
GELDANAMYCIN	TOPOTECAN	ES2	4.5725	4
GEMCITABINE	BORTEZOMIB	ES2	5.57	0
GEMCITABINE	DASATINIB	ES2	9.345	2
GEMCITABINE	ERLOTINIB	ES2	7.0725	4
GEMCITABINE	GELDANAMYCIN	ES2	7.22	2
GEMCITABINE	LAPATINIB	ES2	0.63	4
GEMCITABINE	SORAFENIB	ES2	-0.8825	0
GEMCITABINE	SUNITINIB	ES2	2.77	3
LAPATINIB	BORTEZOMIB	ES2	8.69	1
LAPATINIB	DASATINIB	ES2	-2.84	2
LAPATINIB	ERLOTINIB	ES2	1.5675	3
LAPATINIB	GELDANAMYCIN	ES2	2.5875	2
LAPATINIB	SORAFENIB	ES2	6.815	1
LAPATINIB	TOPOTECAN	ES2	1.49	3
METFORMIN	BORTEZOMIB	ES2	5.6325	2
METFORMIN	DASATINIB	ES2	-2.27	3
METFORMIN	ERLOTINIB	ES2	2.5425	4
METFORMIN	GELDANAMYCIN	ES2	-4.4175	3
METFORMIN	LAPATINIB	ES2	-2.7	4
METFORMIN	SORAFENIB	ES2	4.35	0
METFORMIN	SUNITINIB	ES2	2.565	3
METHOTREXATE	BORTEZOMIB	ES2	4.25	1
METHOTREXATE	DASATINIB	ES2	4.06	4
METHOTREXATE	ERLOTINIB	ES2	13.155	4
METHOTREXATE	GELDANAMYCIN	ES2	0.4325	0
METHOTREXATE	LAPATINIB	ES2	7.9875	0
METHOTREXATE	SORAFENIB	ES2	5.6175	1
METHOTREXATE	SUNITINIB	ES2	0.595	4
PACLITAXEL	BORTEZOMIB	ES2	3.695	3
PACLITAXEL	DASATINIB	ES2	6.45	2
PACLITAXEL	ERLOTINIB	ES2	13.4375	1
PACLITAXEL	GELDANAMYCIN	ES2	4.7375	2
PACLITAXEL	LAPATINIB	ES2	15.095	4
PACLITAXEL	SORAFENIB	ES2	7.0925	1
PACLITAXEL	SUNITINIB	ES2	10.2625	3
SUNITINIB	BORTEZOMIB	ES2	4.425	2
SUNITINIB	DASATINIB	ES2	13.625	0
SUNITINIB	ERLOTINIB	ES2	13.005	4
SUNITINIB	GELDANAMYCIN	ES2	8.1575	1
SUNITINIB	LAPATINIB	ES2	4.0125	0
SUNITINIB	SORAFENIB	ES2	5.405	1
SUNITINIB	TOPOTECAN	ES2	-0.715	0
TOPOTECAN	SORAFENIB	ES2	7.975	2
VINBLASTINE	BORTEZOMIB	ES2	3.8225	3
VINBLASTINE	DASATINIB	ES2	0.53	0
VINBLASTINE	ERLOTINIB	ES2	13.3875	4
VINBLASTINE	GELDANAMYCIN	ES2	-3.81	0
VINBLASTINE	LAPATINIB	ES2	4.425	1
VINBLASTINE	SORAFENIB	ES2	10.275	4
VINBLASTINE	SUNITINIB	ES2	1.0475	4
VINORELBINE	BORTEZOMIB	ES2	5.2525	3
VINORELBINE	DASATINIB	ES2	8.02	2
VINORELBINE	ERLOTINIB	ES2	16.3025	2
VINORELBINE	GELDANAMYCIN	ES2	1.4675	4
VINORELBINE	LAPATINIB	ES2	12.4825	4
VINORELBINE	SORAFENIB	ES2	7.5975	4
VINORELBINE	SUNITINIB	ES2	9.6075	0
5-FU	BORTEZOMIB	HCT116	0.598	2
5-FU	DASATINIB	HCT116	3.512	3
5-FU	ERLOTINIB	HCT116	2.558	2
5-FU	GELDANAMYCIN	HCT116	2.95	2
5-FU	LAPATINIB	HCT116	-1.694	2
5-FU	SORAFENIB	HCT116	1.818	1
5-FU	SUNITINIB	HCT116	7.964	1
BORTEZOMIB	DASATINIB	HCT116	2.3225	2
BORTEZOMIB	GELDANAMYCIN	HCT116	1.7325	3
BORTEZOMIB	SORAFENIB	HCT116	1.58	2
BORTEZOMIB	TOPOTECAN	HCT116	1.8375	2
DASATINIB	GELDANAMYCIN	HCT116	14.845	2
DASATINIB	SORAFENIB	HCT116	9.764	0
DASATINIB	TOPOTECAN	HCT116	5.906	1
DEXAMETHASONE	BORTEZOMIB	HCT116	0.6475	1
DEXAMETHASONE	DASATINIB	HCT116	1.18	4
DEXAMETHASONE	ERLOTINIB	HCT116	-5.1925	2
DEXAMETHASONE	GELDANAMYCIN	HCT116	-0.395	3
DEXAMETHASONE	LAPATINIB	HCT116	-4.47	3
DEXAMETHASONE	SORAFENIB	HCT116	0.24	2
DEXAMETHASONE	SUNITINIB	HCT116	3.795	3
DOXORUBICIN	BORTEZOMIB	HCT116	0.5675	1
DOXORUBICIN	DASATINIB	HCT116	7.7325	4
DOXORUBICIN	ERLOTINIB	HCT116	3.105	1
DOXORUBICIN	GELDANAMYCIN	HCT116	0.5775	2
DOXORUBICIN	LAPATINIB	HCT116	2.76	1
DOXORUBICIN	SORAFENIB	HCT116	-4.0425	3
DOXORUBICIN	SUNITINIB	HCT116	-0.4825	0
ERLOTINIB	BORTEZOMIB	HCT116	1.192	2
ERLOTINIB	DASATINIB	HCT116	1.185	1
ERLOTINIB	GELDANAMYCIN	HCT116	9.835	2
ERLOTINIB	SORAFENIB	HCT116	2.0775	4
ERLOTINIB	TOPOTECAN	HCT116	9.5075	2
ETOPOSIDE	BORTEZOMIB	HCT116	1.265	3
ETOPOSIDE	DASATINIB	HCT116	9.3775	4
ETOPOSIDE	ERLOTINIB	HCT116	9.15	2
ETOPOSIDE	GELDANAMYCIN	HCT116	2.2625	4
ETOPOSIDE	LAPATINIB	HCT116	5.575	0
ETOPOSIDE	SORAFENIB	HCT116	2.7825	0
ETOPOSIDE	SUNITINIB	HCT116	5.4475	0
GELDANAMYCIN	SORAFENIB	HCT116	3.0575	4
GELDANAMYCIN	TOPOTECAN	HCT116	1.7075	2
GEMCITABINE	BORTEZOMIB	HCT116	0.085	1
GEMCITABINE	DASATINIB	HCT116	9.7625	2
GEMCITABINE	ERLOTINIB	HCT116	1.2025	4
GEMCITABINE	GELDANAMYCIN	HCT116	-6.91	2
GEMCITABINE	LAPATINIB	HCT116	-5.2275	1
GEMCITABINE	SORAFENIB	HCT116	-5.0275	1
GEMCITABINE	SUNITINIB	HCT116	0.4825	1
LAPATINIB	BORTEZOMIB	HCT116	-0.988	0
LAPATINIB	DASATINIB	HCT116	-0.695	4
LAPATINIB	ERLOTINIB	HCT116	-3.294	1
LAPATINIB	GELDANAMYCIN	HCT116	3.005	0
LAPATINIB	SORAFENIB	HCT116	4.1	4
LAPATINIB	TOPOTECAN	HCT116	-0.924	4
METFORMIN	BORTEZOMIB	HCT116	-0.67	4
METFORMIN	DASATINIB	HCT116	2.575	4
METFORMIN	ERLOTINIB	HCT116	-3.9225	1
METFORMIN	GELDANAMYCIN	HCT116	-0.555	4
METFORMIN	LAPATINIB	HCT116	-2.4475	2
METFORMIN	SORAFENIB	HCT116	2.7125	3
METFORMIN	SUNITINIB	HCT116	5.3225	1
METHOTREXATE	BORTEZOMIB	HCT116	-2.666	4
METHOTREXATE	DASATINIB	HCT116	-4.5825	2
METHOTREXATE	ERLOTINIB	HCT116	-0.55	1
METHOTREXATE	GELDANAMYCIN	HCT116	-6.435	4
METHOTREXATE	LAPATINIB	HCT116	-3.88	3
METHOTREXATE	SORAFENIB	HCT116	-3.86	2
METHOTREXATE	SUNITINIB	HCT116	-4.9625	0
PACLITAXEL	BORTEZOMIB	HCT116	0.532	2
PACLITAXEL	DASATINIB	HCT116	5.616	2
PACLITAXEL	ERLOTINIB	HCT116	-1.2	0
PACLITAXEL	GELDANAMYCIN	HCT116	0.2175	3
PACLITAXEL	LAPATINIB	HCT116	5.874	2
PACLITAXEL	SORAFENIB	HCT116	5.922	1
PACLITAXEL	SUNITINIB	HCT116	7.914	1
SUNITINIB	BORTEZOMIB	HCT116	2.088	0
SUNITINIB	DASATINIB	HCT116	22.5775	1
SUNITINIB	ERLOTINIB	HCT116	4.282	2
SUNITINIB	GELDANAMYCIN	HCT116	14.85	0
SUNITINIB	LAPATINIB	HCT116	7.77	4
SUNITINIB	SORAFENIB	HCT116	8.27	4
SUNITINIB	TOPOTECAN	HCT116	3.808	2
TOPOTECAN	SORAFENIB	HCT116	1.6375	1
VINBLASTINE	BORTEZOMIB	HCT116	-0.4475	0
VINBLASTINE	DASATINIB	HCT116	-0.3025	2
VINBLASTINE	ERLOTINIB	HCT116	11.77	0
VINBLASTINE	GELDANAMYCIN	HCT116	-2.065	4
VINBLASTINE	LAPATINIB	HCT116	-1.13	4
VINBLASTINE	SORAFENIB	HCT116	10.1525	3
VINBLASTINE	SUNITINIB	HCT116	5.3275	4
VINORELBINE	BORTEZOMIB	HCT116	1.4125	1
VINORELBINE	DASATINIB	HCT116	6.145	4
VINORELBINE	ERLOTINIB	HCT116	6.2975	4
VINORELBINE	GELDANAMYCIN	HCT116	2.51	3
VINORELBINE	LAPATINIB	HCT116	2.495	2
VINORELBINE	SORAFENIB	HCT116	4.13	3
VINORELBINE	SUNITINIB	HCT116	8.5725	1
5-FU	BORTEZOMIB	HT144	-4.0125	2
5-FU	DASATINIB	HT144	2.3975	0
5-FU	ERLOTINIB	HT144	-1.59	2
5-FU	GELDANAMYCIN	HT144	3.205	1
5-FU	LAPATINIB	HT144	-4.885	1
5-FU	SORAFENIB	HT144	1.7125	3
5-FU	SUNITINIB	HT144	-0.225	2
BORTEZOMIB	DASATINIB	HT144	5.27	2
BORTEZOMIB	GELDANAMYCIN	HT144	1.9875	0
BORTEZOMIB	SORAFENIB	HT144	3.3025	0
BORTEZOMIB	TOPOTECAN	HT144	-0.155	0
DASATINIB	GELDANAMYCIN	HT144	-0.205	0
DASATINIB	SORAFENIB	HT144	12.705	4
DASATINIB	TOPOTECAN	HT144	1.825	2
DEXAMETHASONE	BORTEZOMIB	HT144	3.0525	0
DEXAMETHASONE	DASATINIB	HT144	9.8325	2
DEXAMETHASONE	ERLOTINIB	HT144	-1.6325	3
DEXAMETHASONE	GELDANAMYCIN	HT144	5.985	4
DEXAMETHASONE	LAPATINIB	HT144	1.2475	1
DEXAMETHASONE	SORAFENIB	HT144	5.5975	2
DEXAMETHASONE	SUNITINIB	HT144	7.6775	3
DOXORUBICIN	BORTEZOMIB	HT144	-0.965	0
DOXORUBICIN	DASATINIB	HT144	3.9675	3
DOXORUBICIN	ERLOTINIB	HT144	0.19	4
DOXORUBICIN	GELDANAMYCIN	HT144	0.4475	4
DOXORUBICIN	LAPATINIB	HT144	1.7875	4
DOXORUBICIN	SORAFENIB	HT144	0.5725	3
DOXORUBICIN	SUNITINIB	HT144	-4.0175	2
ERLOTINIB	BORTEZOMIB	HT144	-1.9675	2
ERLOTINIB	DASATINIB	HT144	1.655	2
ERLOTINIB	GELDANAMYCIN	HT144	6.5425	0
ERLOTINIB	SORAFENIB	HT144	2.9425	0
ERLOTINIB	TOPOTECAN	HT144	2.9225	4
ETOPOSIDE	BORTEZOMIB	HT144	-0.775	2
ETOPOSIDE	DASATINIB	HT144	2.4825	1
ETOPOSIDE	ERLOTINIB	HT144	3.4025	4
ETOPOSIDE	GELDANAMYCIN	HT144	2.0025	2
ETOPOSIDE	LAPATINIB	HT144	-3.0175	2
ETOPOSIDE	SORAFENIB	HT144	0.675	1
ETOPOSIDE	SUNITINIB	HT144	-7.7575	0
GELDANAMYCIN	SORAFENIB	HT144	5.34	2
GELDANAMYCIN	TOPOTECAN	HT144	-0.24	3
GEMCITABINE	BORTEZOMIB	HT144	4.7075	4
GEMCITABINE	DASATINIB	HT144	-2.06	1
GEMCITABINE	ERLOTINIB	HT144	-4.1325	3
GEMCITABINE	GELDANAMYCIN	HT144	4.215	0
GEMCITABINE	LAPATINIB	HT144	-7.4675	0
GEMCITABINE	SORAFENIB	HT144	2.2575	4
GEMCITABINE	SUNITINIB	HT144	0.8625	1
LAPATINIB	BORTEZOMIB	HT144	0.37	2
LAPATINIB	DASATINIB	HT144	8.65	2
LAPATINIB	ERLOTINIB	HT144	-5.6475	0
LAPATINIB	GELDANAMYCIN	HT144	7.3225	3
LAPATINIB	SORAFENIB	HT144	10.59	2
LAPATINIB	TOPOTECAN	HT144	0.125	0
METFORMIN	BORTEZOMIB	HT144	-0.86	3
METFORMIN	DASATINIB	HT144	4.51	0
METFORMIN	ERLOTINIB	HT144	-4.8675	0
METFORMIN	GELDANAMYCIN	HT144	1.22	3
METFORMIN	LAPATINIB	HT144	-0.0075	0
METFORMIN	SORAFENIB	HT144	4.0125	2
METFORMIN	SUNITINIB	HT144	-5.3775	4
METHOTREXATE	BORTEZOMIB	HT144	0.325	0
METHOTREXATE	DASATINIB	HT144	4.7125	4
METHOTREXATE	ERLOTINIB	HT144	-3.2425	2
METHOTREXATE	GELDANAMYCIN	HT144	3.53	3
METHOTREXATE	LAPATINIB	HT144	-2.7625	4
METHOTREXATE	SORAFENIB	HT144	4.2025	4
METHOTREXATE	SUNITINIB	HT144	-3.1325	0
PACLITAXEL	BORTEZOMIB	HT144	-0.31	2
PACLITAXEL	DASATINIB	HT144	9.035	4
PACLITAXEL	ERLOTINIB	HT144	2.97	1
PACLITAXEL	GELDANAMYCIN	HT144	2.45	3
PACLITAXEL	LAPATINIB	HT144	3.265	1
PACLITAXEL	SORAFENIB	HT144	3.66	0
PACLITAXEL	SUNITINIB	HT144	4.175	1
SUNITINIB	BORTEZOMIB	HT144	-1.82	0
SUNITINIB	DASATINIB	HT144	12.935	3
SUNITINIB	ERLOTINIB	HT144	-0.7075	1
SUNITINIB	GELDANAMYCIN	HT144	6.5675	2
SUNITINIB	LAPATINIB	HT144	14.0525	1
SUNITINIB	SORAFENIB	HT144	6.315	4
SUNITINIB	TOPOTECAN	HT144	-5.74	0
TOPOTECAN	SORAFENIB	HT144	3.2	3
VINBLASTINE	BORTEZOMIB	HT144	-0.75	1
VINBLASTINE	DASATINIB	HT144	8.395	4
VINBLASTINE	ERLOTINIB	HT144	5.715	0
VINBLASTINE	GELDANAMYCIN	HT144	-1.4375	2
VINBLASTINE	LAPATINIB	HT144	0.9325	2
VINBLASTINE	SORAFENIB	HT144	8.3625	2
VINBLASTINE	SUNITINIB	HT144	1.02	1
VINORELBINE	BORTEZOMIB	HT144	-0.8675	2
VINORELBINE	DASATINIB	HT144	6.4425	4
VINORELBINE	ERLOTINIB	HT144	2.31	2
VINORELBINE	GELDANAMYCIN	HT144	0.4775	3
VINORELBINE	LAPATINIB	HT144	1.4125	1
VINORELBINE	SORAFENIB	HT144	3.13	2
VINORELBINE	SUNITINIB	HT144	2.505	4
5-FU	BORTEZOMIB	HT29	2.354	1
5-FU	DASATINIB	HT29	1.582	1
5-FU	ERLOTINIB	HT29	7.284	4
5-FU	GELDANAMYCIN	HT29	-0.0225	0
5-FU	LAPATINIB	HT29	6.978	2
5-FU	SORAFENIB	HT29	-1.016	2
5-FU	SUNITINIB	HT29	7.938	0
BORTEZOMIB	DASATINIB	HT29	1.7525	3
BORTEZOMIB	GELDANAMYCIN	HT29	-0.6975	2
BORTEZOMIB	SORAFENIB	HT29	-0.4725	2
BORTEZOMIB	TOPOTECAN	HT29	0.3975	4
DASATINIB	GELDANAMYCIN	HT29	2.7425	3
DASATINIB	SORAFENIB	HT29	3.444	1
DASATINIB	TOPOTECAN	HT29	-2.984	0
DEXAMETHASONE	BORTEZOMIB	HT29	0.37	2
DEXAMETHASONE	DASATINIB	HT29	4.5875	0
DEXAMETHASONE	ERLOTINIB	HT29	2.72	2
DEXAMETHASONE	GELDANAMYCIN	HT29	0.9625	4
DEXAMETHASONE	LAPATINIB	HT29	5.76	1
DEXAMETHASONE	SORAFENIB	HT29	0.68	2
DEXAMETHASONE	SUNITINIB	HT29	12.365	3
DOXORUBICIN	BORTEZOMIB	HT29	0.155	0
DOXORUBICIN	DASATINIB	HT29	-0.4125	0
DOXORUBICIN	ERLOTINIB	HT29	0.6	0
DOXORUBICIN	GELDANAMYCIN	HT29	-0.5675	1
DOXORUBICIN	LAPATINIB	HT29	1.355	4
DOXORUBICIN	SORAFENIB	HT29	-5.925	1
DOXORUBICIN	SUNITINIB	HT29	-1.2275	4
ERLOTINIB	BORTEZOMIB	HT29	10.258	3
ERLOTINIB	DASATINIB	HT29	5.7875	4
ERLOTINIB	GELDANAMYCIN	HT29	3.3775	4
ERLOTINIB	SORAFENIB	HT29	1.215	3
ERLOTINIB	TOPOTECAN	HT29	8.615	0
ETOPOSIDE	BORTEZOMIB	HT29	1.885	3
ETOPOSIDE	DASATINIB	HT29	3.6875	3
ETOPOSIDE	ERLOTINIB	HT29	9.355	0
ETOPOSIDE	GELDANAMYCIN	HT29	3.065	2
ETOPOSIDE	LAPATINIB	HT29	6.5325	3
ETOPOSIDE	SORAFENIB	HT29	-2.7075	2
ETOPOSIDE	SUNITINIB	HT29	6.08	2
GELDANAMYCIN	SORAFENIB	HT29	-0.68	2
GELDANAMYCIN	TOPOTECAN	HT29	-0.525	0
GEMCITABINE	BORTEZOMIB	HT29	4.5425	3
GEMCITABINE	DASATINIB	HT29	6.3675	2
GEMCITABINE	ERLOTINIB	HT29	10.765	1
GEMCITABINE	GELDANAMYCIN	HT29	-1.13	2
GEMCITABINE	LAPATINIB	HT29	13.1725	4
GEMCITABINE	SORAFENIB	HT29	-1.855	0
GEMCITABINE	SUNITINIB	HT29	10.28	2
LAPATINIB	BORTEZOMIB	HT29	3.592	1
LAPATINIB	DASATINIB	HT29	7.4675	1
LAPATINIB	ERLOTINIB	HT29	1.594	0
LAPATINIB	GELDANAMYCIN	HT29	3.515	3
LAPATINIB	SORAFENIB	HT29	1.04	4
LAPATINIB	TOPOTECAN	HT29	0.248	2
METFORMIN	BORTEZOMIB	HT29	-0.3375	4
METFORMIN	DASATINIB	HT29	2.95	4
METFORMIN	ERLOTINIB	HT29	-2.0425	1
METFORMIN	GELDANAMYCIN	HT29	-0.155	1
METFORMIN	LAPATINIB	HT29	2.0675	3
METFORMIN	SORAFENIB	HT29	-1.8225	3
METFORMIN	SUNITINIB	HT29	9.0775	2
METHOTREXATE	BORTEZOMIB	HT29	0.57	1
METHOTREXATE	DASATINIB	HT29	-6.9725	3
METHOTREXATE	ERLOTINIB	HT29	2.406	2
METHOTREXATE	GELDANAMYCIN	HT29	-2.025	0
METHOTREXATE	LAPATINIB	HT29	4.81	3
METHOTREXATE	SORAFENIB	HT29	-1.8175	4
METHOTREXATE	SUNITINIB	HT29	-1.135	2
PACLITAXEL	BORTEZOMIB	HT29	-0.736	1
PACLITAXEL	DASATINIB	HT29	1.158	4
PACLITAXEL	ERLOTINIB	HT29	4.794	1
PACLITAXEL	GELDANAMYCIN	HT29	-1.9575	3
PACLITAXEL	LAPATINIB	HT29	5.446	1
PACLITAXEL	SORAFENIB	HT29	1.08	2
PACLITAXEL	SUNITINIB	HT29	5.216	2
SUNITINIB	BORTEZOMIB	HT29	4.378	1
SUNITINIB	DASATINIB	HT29	16.72	1
SUNITINIB	ERLOTINIB	HT29	10.354	3
SUNITINIB	GELDANAMYCIN	HT29	4.3325	2
SUNITINIB	LAPATINIB	HT29	16.5375	1
SUNITINIB	SORAFENIB	HT29	3.028	4
SUNITINIB	TOPOTECAN	HT29	-4.464	4
TOPOTECAN	SORAFENIB	HT29	-1.275	0
VINBLASTINE	BORTEZOMIB	HT29	0.8475	0
VINBLASTINE	DASATINIB	HT29	-4.005	4
VINBLASTINE	ERLOTINIB	HT29	2.2725	1
VINBLASTINE	GELDANAMYCIN	HT29	-3.8575	3
VINBLASTINE	LAPATINIB	HT29	-1.5	1
VINBLASTINE	SORAFENIB	HT29	0.665	3
VINBLASTINE	SUNITINIB	HT29	2.4775	0
VINORELBINE	BORTEZOMIB	HT29	0.8425	1
VINORELBINE	DASATINIB	HT29	1.5275	1
VINORELBINE	ERLOTINIB	HT29	2.22	4
VINORELBINE	GELDANAMYCIN	HT29	-1.52	1
VINORELBINE	LAPATINIB	HT29	4.42	1
